,Unnamed: 0,2016,Jerusalem_no2,Jerusalem_pm25,beer_sheva_no2,beer_sheva_pm25,holon_no2,holon_pm25,tlv_no2,tlv_pm25,gedera_no2,gedera_pm25,shderot_no2,shderot_pm25,haifa_no2,haifa_pm25
29,29,42399,64.3,14.2,26.5,28.4,48.6,17.3,51.4,19.8,23.6,12.4,18.5,18.2,28.2,15.4
30,30,42400,38,16.6,19.1,29.5,39.9,19.8,41.4,21.3,25.5,15.2,12.3,17.3,15.2,15.5
31,31,42401,81.4,21.1,35.8,35.7,63.6,31,70.1,31.1,43.1,19.1,29.3,26.9,25,13.3
32,32,42402,75,22,32.7,36,65.1,29.4,72.6,29.1,42.3,19.5,34.3,28.5,25.9,13
33,33,42403,77.5,16.1,28.7,31.5,51.8,20.3,60.9,22.9,32.5,14.2,24.1,19.6,24.3,13.9
34,34,42404,66.6,13.2,25.6,25.7,52.8,19.1,59.8,21.8,37.4,15.1,22.6,18.9,23.5,16.1
35,35,42405,59.7,12.9,17,14,67.8,20.6,77.6,0,29.7,11.3,25.8,17.2,16,12
36,36,42406,53.4,18.2,15.9,30.6,47.4,22.2,55.5,22.9,17.6,19.1,13.4,23.3,10.3,14.3
37,37,42407,13.8,8.1,4.6,20.1,9.8,10,14,12.2,6,14.5,6.8,14.7,3.2,7.8
38,38,42408,34.1,3.7,6.5,10.4,19.7,5.1,34.8,7.3,12.2,9,12,7.8,17.8,6.4
39,39,42409,54.9,7.2,17.1,9.6,34.7,9.9,45.1,9.8,24.1,9.1,15.7,11.1,17,7
40,40,42410,61.2,11.4,27.3,17.9,50.1,13.1,60.5,13.8,34.8,11.2,21.9,12.2,25.3,9.6
41,41,42411,59,9.6,16.3,13.8,45.9,13.6,59.8,13.8,24.7,10.5,17,12.7,29,12.3
42,42,42412,62.9,12.4,18.1,12.8,33.5,12.5,50.2,9.2,21.2,10.8,12.8,10.1,0,10.3
43,43,42413,61.2,17.8,19.2,25.2,49.2,17.9,49.1,16.6,27,13.6,16.4,16.5,0,10.2
44,44,42414,49.2,15.2,16.2,21.9,40.3,24.4,42.6,23.3,23,17.9,16.2,22.6,0,14.9
45,45,42415,84.5,24.3,29.3,28.7,62.5,27.7,67,27.8,40.8,21,29.7,26.1,0,18.4
46,46,42416,65,19.6,15.6,13.4,65,22.7,67,18.4,49,16.8,29.7,17.1,25.9,14.6
47,47,42417,67.9,23.2,25,13.8,72,23.9,74.3,23.5,45.7,18.9,29.7,22.3,33.2,19.8
48,48,42418,57.3,18.9,15.4,13.9,65.1,39.3,73.7,21.7,41.2,15.2,25.9,18.7,16.9,15.3
49,49,42419,67.8,18.8,19.4,11.6,79.5,53.6,78.3,21.4,47.7,12.4,19.9,10.7,18.8,9.3
50,50,42420,54.8,24.1,12.8,22.8,35.6,40.7,44.1,43.2,14,19.6,0,0,12.5,22.2
51,51,42421,30,9.7,11.2,18.7,16.9,19.1,17.3,23.3,8.6,20.4,0,0,3.4,26.4
52,52,42422,36.1,7.4,11.4,18.1,21.3,13.7,37.2,17.7,13.5,15.2,0,0,9.4,13
53,53,42423,36.6,3.1,7.6,9.4,32.6,7.5,38.7,7.4,19.5,7.2,10.7,8.2,7.8,7
54,54,42424,50.8,5.4,18.7,12.3,42.1,12.1,49.6,9.1,18.5,0,17.6,12.8,16.2,9.9
55,55,42425,75.1,13.1,21.7,17.7,58.1,18.2,61.1,15,31.3,12.5,18.5,15.5,20,11.8
56,56,42426,87.5,19.9,24.2,20.7,62.3,26,68.1,24.8,33.8,15.8,22.3,19.7,17.3,15.4
57,57,42427,65.7,21.1,25.6,31.4,48.8,29.7,52.2,26.6,23.6,20,23.4,28.9,15.1,15.6
58,58,42428,43.6,14.3,16.2,34.5,24.8,24.9,30.9,20.5,14.1,20.3,15.6,22.1,9.5,19.4
59,59,42429,75.2,16.5,22,29.4,50.3,28.6,54.8,24.3,30.4,22.6,16.7,25.6,18.6,18.9
60,60,42430,53.8,21.9,0,0,55.4,28,69.8,25.7,34.4,21.4,24.7,15.4,13.1,15.6
61,61,42431,51.2,16.8,0,0,52.6,21.5,73.1,21.4,18.7,16.9,11.5,15.4,7.4,13.1
62,62,42432,64,13.6,0,0,48.5,15.7,69.2,14.9,15.5,13.5,13.1,15.9,9.1,12.7
63,63,42433,40.7,8.8,15.1,25.5,30,-3.1,45.7,18.8,21.5,20.7,11.1,24.1,15.6,19.6
64,64,42434,40.9,5.2,14.2,11.8,28.6,10.3,39.3,10.6,10.8,8.6,8.7,8.5,8.3,8.7
65,65,42435,18.4,5.6,8.1,14.1,16.6,10.7,22.8,11,9,9.5,10.1,11.1,2.8,10.8
66,66,42436,55.6,5.4,18.3,11.6,34.6,7.2,38.4,7.9,22.6,13.8,15,8.9,16,6.8
67,67,42437,64.3,18,28,20.2,49.9,16.7,66.2,15.7,33.3,16.5,24.7,20.2,16.6,9.2
68,68,42438,67.5,23.1,26.7,20.8,30.8,12.2,42.4,12,22.3,13.2,11.4,14.3,19.5,16.3
69,69,42439,68.7,35.9,16.9,28.5,82.2,37,88.3,41.4,34.1,23.4,25,28.4,26.8,32.6
70,70,42440,61.6,15,0,22.8,28.4,23.8,40.3,22.4,22.9,25.6,13.9,27.1,15.9,20.3
71,71,42441,51.9,9.8,0,15.5,32.9,12.7,34.6,12.3,20.9,11.7,11.7,10.9,14,7.9
72,72,42442,35.5,10.9,0,12.6,29.6,10.7,32.8,9.5,19.8,11.1,16.4,11.5,27,8.9
73,73,42443,73.5,44.1,0,69.3,61.4,38.1,84.1,0,28.1,53.8,24.7,51.6,18.4,24.4
74,74,42444,34,24.6,11.1,66,15.4,72.9,34.4,78.2,14.3,85.5,14.7,78.8,9,71.2
75,75,42445,27.4,0,8.6,24.9,16.2,23.6,33,28.2,10,22.9,9.2,23.8,7.5,30.3
76,76,42446,32.1,0,10.5,7.5,11.1,7,28.7,8,12.5,6.1,12.6,8.1,7.6,8.1
77,77,42447,37.7,0,0,6.9,15.1,6.9,31.7,8.7,15.7,8.2,13,7,9.9,7.2
78,78,42448,35.8,7.3,0,10.7,16.9,11.8,31.6,12.5,11.2,10.3,6.6,11,7.7,8.4
79,79,42449,38.7,10.9,0,14.8,34.5,17.5,38.7,17.6,17.3,10.9,8.9,10.9,3.8,9.1
80,80,42450,36,7.3,0,10.9,11.9,8.3,28.5,10.1,15,9.9,7.4,9.7,8.7,8.8
81,81,42451,39.4,9.3,0,13,11.7,15.8,30.6,16.5,11.9,15,9.9,15.4,9.3,8.7
82,82,42452,58.7,12.3,13.9,15.6,23.8,16.6,38.3,28.2,18.2,17,13.7,16.6,12.9,11
83,83,42453,74.9,18.6,16.2,16,67.3,24,73.8,24.8,32.3,16.8,18.3,15.9,24.4,9.8
84,84,42454,68.1,14.1,11.9,17.9,44.6,22.3,65.1,27.1,18.7,16.7,12.9,19.4,12.5,23.8
85,85,42455,70.5,40.8,21.1,45,25.4,50.4,38.2,60,0,47.6,11.1,48.9,11.6,44.9
86,86,42456,23.6,14.3,6,22.5,17.8,27.5,21.9,28.2,0,27.4,7.2,30.2,6.2,26.5
87,87,42457,37.1,9.8,8.9,16,13.2,11.8,30.2,12.3,0,11.6,0,12.4,9.6,6.9
88,88,42458,31.7,6.1,7.5,7.8,12.8,8.2,30.2,9.7,12.2,8.3,0,9.2,3.9,8
89,89,42459,44.6,6.7,11,12.3,14.8,9.2,34.8,10.3,17,10,12.1,10.4,7.5,8.4
90,90,42460,64.3,10,13,14.4,28.8,12.4,46,15.7,16.7,11.2,15.5,12.8,13.4,8.2
91,91,42461,76,14.9,23.5,22.2,40.7,17.2,48.5,22.8,0,14,14.3,14.9,25.8,11
92,92,42462,52.3,12.5,19,19.2,44.2,20.1,46,18.7,0,16.1,20.3,17.2,21.1,9
93,93,42463,28.4,8.1,10,10.3,37.5,14.7,38.6,16.7,0,13.2,10.5,14.6,10.3,8.6
94,94,42464,89.1,18.7,22.7,21.6,48.8,22,60.9,23.3,0,16.5,24.4,23.2,12.9,11.2
95,95,42465,92.2,18.2,18.2,31.8,36.7,17.4,52,17.1,23.4,17.2,15.7,18.8,28.8,14.1
96,96,42466,98.1,21.6,27.1,18.6,67.1,24.9,68.6,24.2,51.2,20.3,27,22.8,58.3,21.1
97,97,42467,88.3,26.9,13.8,25.5,35.1,21.9,44.1,21.1,26.3,21.8,24.2,22.9,46.2,17.5
98,98,42468,94,19.1,25,20.9,34.8,22.6,0,0,27.5,19.4,15.6,20.5,14.1,0
99,99,42469,78,24,11.7,20,62.9,23,0,0,30.6,19.8,19,22.4,29.4,0
100,100,42470,33.4,35,5.5,34.7,30.7,39,47.6,45.1,8.7,48.7,6.6,45.2,10.6,41.3
101,101,42471,64.5,40.3,13.6,41.8,31.1,48.6,42.7,54.2,20.4,48.6,12.7,51.6,9.2,46.3
102,102,42472,54.2,17.5,10.4,21.1,18,19.2,28.4,22.8,12.8,20.3,9.6,20.2,10.1,20.5
103,103,42473,36.6,3.6,8,8,19.1,8.5,30.3,8.7,13,14.6,14.1,9.5,8.1,7.9
104,104,42474,46.1,0,6.9,9.2,19.4,7,32.2,9.5,14,7.8,11.1,9.4,7.8,7
105,105,42475,49,0,11.2,12.7,24,10.5,38.8,10.4,15.7,9.6,12.2,11.9,9.6,8.8
106,106,42476,49.6,0,13.1,15.8,20.2,13.4,33,14.7,11.8,11.8,9.7,14.9,11.3,15.9
107,107,42477,26.3,0,14.1,13.8,33.7,16.7,36.7,21.1,22.5,12.4,9,13.5,9.9,12.6
108,108,42478,75,0,22.1,20.4,47,20.7,55.4,23.7,26.9,17.7,24.1,19.3,19.6,16.2
109,109,42479,0,30.7,21.5,21.4,33.6,21.9,40.6,23.2,25.8,20.8,14,20.7,36.4,24.5
110,110,42480,0,19.4,24.9,34.3,57,25.2,63,25.4,32.9,27,21,26.8,43.5,22.5
111,111,42481,0,14.1,23.4,19.9,63.3,26.8,67.8,27.5,37.4,20.5,18.8,21.7,15.9,13.7
112,112,42482,0,19.5,27.9,19.7,39.7,21,61,20.7,29.1,20,19.7,22.7,24.9,19.1
113,113,42483,0,20.4,18,22.5,34.2,15,37.8,15.8,19.2,14.2,13.4,16.6,25.1,15.4
114,114,42484,0,15.6,10.5,20,19.5,11.4,24.2,13.2,12.7,13.3,8.8,15.9,36.1,16.2
115,115,42485,0,21.6,15.5,19.7,58.8,18.3,67.2,18.5,28.1,17.8,23,20,30.9,15.8
116,116,42486,0,19.3,13.6,18.8,25.4,17.1,37.7,19,15.3,20.1,8.4,18.8,12.2,18
117,117,42487,0,21.3,8.9,23.2,35.6,26,58.7,25.9,16.4,26.6,13.8,28.3,14.7,22.9
118,118,42488,0,11.7,6.7,17.7,8.6,10.9,20.9,11.6,5.5,14,6.1,14.4,8.3,11
119,119,42489,40.5,4.6,6.5,11.2,10.3,7,14.9,9.9,7.9,9.2,9.4,8.4,9.9,8.3
120,120,42490,0,6,7,12.8,7.5,7.7,10.7,10.3,5.2,9.4,10.4,9.5,4.6,9.7
121,121,42491,0,13.3,13,0,20.3,10.2,19.5,12,18.8,9.8,10.6,10.2,6.2,10.6
122,122,42492,102.7,22,11.1,30.4,36.1,36.4,49.5,34,18.6,33.3,13,37.2,0,0
123,123,42493,54.1,13,8.3,19,16.5,15.2,29.7,14.5,12.9,17.7,6.8,17.2,0,0
124,124,42494,100.3,25.4,0,23.4,50.7,21.8,58.3,24.6,39.4,25.7,20,23.9,0,19.6
125,125,42495,46.9,8,7.8,12,10.8,10.4,31.4,11.4,11,10.2,5.2,11.6,0,13.9
126,126,42496,64.2,10.6,13.9,9.8,23.3,14.2,42.6,16.1,17.4,12.9,11,12.5,5,16.6
127,127,42497,34.9,7.7,9.3,12.1,13.3,11.2,26.5,11.4,11.6,12.7,9.2,13.4,4.3,10.2
128,128,42498,21.1,5.6,4.8,7.4,4.8,6.4,11.1,6.5,6.1,8.2,4.2,7.3,0.4,6.8
129,129,42499,60.4,9.4,16.9,9.4,21.9,7.9,34.1,8.3,16.5,7.4,10.7,8.1,10.1,7.1
130,130,42500,0,12.5,19.8,17,36.1,12.8,49,13.7,29.1,10.5,23.8,11,30.8,12.6
131,131,42501,0,12.3,23.1,15.6,23,12.3,39.4,14.2,22.3,11.6,17.3,14.5,24.8,13
132,132,42502,72.9,10.5,7.8,14,15.3,16.7,31.4,11.8,10.2,12.4,7.7,12.3,9.7,12.8
133,133,42503,47.2,13.5,8.6,23.6,17.1,23.5,27.9,19.5,10.3,16.2,7.6,17.1,6.8,17.1
134,134,42504,60.9,18.9,17,21.4,42,23.9,51.4,24.8,20,15.2,16.2,16.1,16.6,16.6
135,135,42505,36.9,50.7,7.8,44.2,36.1,48.1,42.4,45.8,13.9,50.8,0,0,16.9,54.4
136,136,42506,74.2,36.6,17.3,33.6,43.9,42.4,50.4,47.4,33.2,55.9,0,0,0,52.6
137,137,42507,101.2,47.1,19.5,35.7,37.2,33.2,48.1,30.9,27.5,37.8,17.3,0,0,35.2
138,138,42508,61.6,23.4,9,22.9,11.9,13.7,24.8,11.8,11.3,14.5,9.1,17,8.3,16.7
139,139,42509,43.9,8.9,6.8,10.6,9.2,10.1,29.7,8.7,13.7,12.1,7,10.3,6,11.2
140,140,42510,55,10.8,10.3,10.7,13.9,10.4,31.7,8.8,0,9.6,7.4,10.6,0,11.2
141,141,42511,40.6,10.3,8.2,9.8,15.6,11.5,25.9,12.2,10.5,10.6,9.6,11.2,5.3,10.2
142,142,42512,35.2,9.1,10.2,14.4,15.6,10.8,23.9,11.2,11.4,10.9,8.8,10.1,2.9,9
143,143,42513,78.6,0,11.5,20.5,51.2,18,60.1,15.1,22.2,15.3,12.2,15.8,27.4,16.8
144,144,42514,36.6,0,0,12.3,9,11.7,31.3,11.2,10.9,12.4,5.3,11.7,5.1,11.8
145,145,42515,42.7,0,3.6,12.7,9.7,13.7,34,12.2,9.6,11.9,4.8,11.5,7.2,14.2
146,146,42516,71.2,0,15.8,25.5,19.5,26.6,39.8,16.8,17.1,22.6,11.9,16.8,9.9,12.3
147,147,42517,79.5,0,10.4,26.6,25.7,33.9,52.2,29.6,17.1,28.8,8.7,24,13.2,16
148,148,42518,32.3,0,3,9,7.4,9.9,22.7,9.6,7.9,11.1,3.6,9.9,0,11.2
149,149,42519,20.6,0,3.6,10.6,3.9,11.6,11.6,10,6.1,11.4,3.6,11.3,0,11.2
150,150,42520,57.8,0,7.3,12.3,12.6,10.2,30.3,8.9,12.1,11.9,8.9,11.3,0,9.7
151,151,42521,70.8,0,13.7,0,18.3,12.9,34.1,9.4,15,9.9,12.3,9.9,0,10.6
152,152,42522,78.9,0,16.3,15.2,26.2,14.6,45.1,12,18.1,10.7,12.9,10.1,12.6,12.5
153,153,42523,72.2,0,19.4,19.8,42.6,20.3,55.7,19.8,25.4,15.8,15.5,14.5,17.6,9.6
154,154,42524,83.3,0,21.7,18.1,39.5,17.6,58.6,18.8,24.2,14.6,18.6,17.8,16.7,14.7
155,155,42525,75.9,0,15.7,27.5,54.1,25.2,62.1,25.5,24.9,24.9,15.6,22.8,18,23.7
156,156,42526,27.9,0,14.3,34.1,39.4,29.6,45.6,26.6,16.3,28.6,8.1,26.6,12.2,26.2
157,157,42527,74.2,0,20.5,21.4,25.3,16.5,36,14,21.5,21,14.4,22.5,11.5,18.2
158,158,42528,72.8,0,14.2,9,15.1,11.1,30.6,10.4,16.1,11,14.4,11.8,8.7,10.7
159,159,42529,81,0,22.2,20.9,49.2,12.4,63.4,13.3,25.7,10.5,16.7,14.5,19.4,8
160,160,42530,75.7,0,13.1,18.7,33.1,14.4,44.3,12.9,24,14.4,12.9,18.3,22.4,12.1
161,161,42531,50.3,0,5.8,9.3,12.8,13.6,32.2,9.8,19.4,12.6,9.1,12.1,12.8,11.8
162,162,42532,41.2,0,5.6,9.2,7.7,9.3,20.5,8.2,28.2,9.7,4.5,11.1,8.3,9.5
163,163,42533,11.9,0,5,7.8,4.2,8,9.4,6.7,29.2,7.1,4.3,8.1,5.2,8.1
164,164,42534,30.3,0,10.1,8.6,12,9.4,14.7,8.5,32.8,8.9,4.3,8.1,9.5,9.1
165,165,42535,96.6,0,20.1,17.6,36.5,19.5,44.5,16.1,0,15.5,23,16.6,41.8,18.3
166,166,42536,100.9,0,19.3,23.1,24,15.4,34.5,11.9,0,17.8,13,17.4,32.9,12.7
167,167,42537,66.1,0,15,18.7,24.9,16.9,40.6,17.4,0,17.9,10.5,18.9,20.8,13.7
168,168,42538,50.8,0,7.2,12.9,9.3,10.6,23.3,10.3,0,10.9,8.5,12.8,11.7,11.3
169,169,42539,48.9,0,11.3,15.2,8.2,13.9,17.8,12,0,0,9.6,14.2,11.6,11.6
170,170,42540,28,0,7.9,15.9,7.3,12.7,12.5,10.1,0,12.4,6.2,11.9,11.7,8.8
171,171,42541,90.3,0,11.2,15.4,19.6,10.8,30.1,9.4,0,14,17,13.1,21.9,11.1
172,172,42542,91.9,0,13.5,11.6,17.1,13.9,37.2,11.9,0,15.3,13.2,14.2,18.6,0
173,173,42543,82.6,0,16.5,16,25.3,16.3,40.6,14.6,17.7,17.2,11.5,17.4,16.1,17.2
174,174,42544,82.3,0,16.8,19,18.4,22.5,33.1,19.1,17.5,21.2,14.9,22.5,11.9,21.4
175,175,42545,75.1,0,14.9,21.9,20.4,27.6,29.1,25.8,15.8,26.7,13.2,30.1,11.7,26.5
176,176,42546,54.4,0,8.8,19.5,14.6,25,22.7,21.3,10.8,24.4,8.4,25.2,8.1,23.6
177,177,42547,22.6,0,7.4,24.7,9.2,25.7,13.5,22.5,8.7,26,5.2,25,3.9,20.8
178,178,42548,70.7,0,8.4,22.9,11.9,23.8,23.1,20.9,16.5,26,12.2,27.2,3.4,0
179,179,42549,54.8,0,8,16.6,11.1,14.4,21.4,11.8,9.6,16.8,10.5,17.4,0,0
180,180,42550,39.9,0,5.7,14.7,9,17,28.4,15.6,10.2,17.2,6.9,17.3,0,15.5
181,181,42551,48.8,0,7.3,18.7,11.4,21.7,24.6,17.9,10.9,22,8.5,22.5,4.9,19.5
182,182,42552,60.7,0,11.3,19.1,13.3,18.7,24.3,18.2,12.5,18.9,15.4,0,5.8,15.7
183,183,42553,45.1,0,9.1,15.6,15.4,15.2,19.7,13.1,10.4,15.5,8.1,0,4.1,12.9
184,184,42554,20.2,0,5.2,15.7,7.5,18,8.7,15.5,5.4,16.3,5.1,0,0,17.2
185,185,42555,58.2,0,7.5,16.8,12.8,17.3,25.2,15.3,10.2,18.4,7.2,0,0,14.4
186,186,42556,49.1,0,3.9,16.4,10.3,17.7,27.2,14.2,11.1,17.9,6,0,7.9,14
187,187,42557,49.3,0,7.7,13.8,9.5,15.1,24.1,12.9,12.2,15.5,6.4,0,7.9,13.3
188,188,42558,56.4,0,10,14.8,12.1,15.9,0,14,13.3,16.3,6.5,17.8,6.2,12.1
189,189,42559,57.9,0,11.4,13.1,15.1,14.2,23.2,13.2,12.8,14.4,10,16.4,6.8,10.3
190,190,42560,35.5,0,4.8,12.5,10.7,11.9,15.6,11.4,8.3,14.6,6.7,14.2,6.1,7.3
191,191,42561,27.8,0,6.7,15,10,12.6,10.7,13.7,8.7,14.5,4.7,15,2.9,8
192,192,42562,63.6,0,9.8,16.1,13.7,11.6,0,13,14.1,15.8,10.9,16.8,9.2,0
193,193,42563,86.7,0,9.6,15.5,11.6,10.8,0,11.5,0,14.4,15.5,16.1,8.9,14.6
194,194,42564,85.2,0,13.1,14.5,15.3,10.4,29.4,10.4,0,13.6,11.4,14.4,12.9,14.9
195,195,42565,74.3,0,16.3,14,19.6,14.4,32.9,13,20.3,14.7,24.4,15.7,10.3,13.9
196,196,42566,69.1,0,9.6,15.9,16,14.6,34.6,12.8,14.9,15.3,10.3,15.8,10.3,15.7
197,197,42567,59.4,0,9.1,14.3,12,12.3,21.5,0,9.7,13.8,11.5,12.5,8.7,12.5
198,198,42568,32.9,0,5.7,12.2,7.5,9.6,16,11.4,6.3,11.4,5.8,12.5,4.6,11
199,199,42569,58.1,0,6.7,14.6,11.2,12.6,34,14.3,9.9,16.9,6.1,15.3,10.5,13.6
200,200,42570,49.8,0,6.5,9.8,9,7.5,30.7,10.6,9.2,11.6,8.5,11.9,9.7,9.9
201,201,42571,61.9,0,8.1,9,10.2,7.9,33.4,10.5,10.1,11.2,7.3,11.3,11.2,9.6
202,202,42572,59.5,0,9.7,13.9,12.4,13.3,36.6,15.5,10.4,14.9,8.6,14.8,8.8,15.5
203,203,42573,60.1,0,10.6,10.9,14.7,11.7,36.2,14.8,12.2,14,8.5,13.5,8.8,13.8
204,204,42574,38.3,0,13.5,13.7,14.1,14.8,26.7,15.9,12,14.5,14.3,14,6.9,13.1
205,205,42575,21.3,0,3.9,10.9,7.6,12.8,15.5,13.8,4.5,12.7,3.9,12.2,5.2,11.6
206,206,42576,44.7,0,7.9,13.5,12.3,14.6,37,16.6,10.1,15.4,9.8,17.3,8.8,15.6
207,207,42577,67.4,0,8.7,18,11.1,16.8,29.9,19.3,11,21.2,8.6,19.7,7.5,17.2
208,208,42578,79.8,0,8.1,14.8,12.4,15.3,25.3,17.4,10.7,18.1,9.2,18.5,10.6,15.3
209,209,42579,75.3,0,9.6,21.2,13.6,15.9,22.3,19.9,10.4,18.6,6.1,19.3,7.7,16.9
210,210,42580,63.6,0,8.7,18.8,15.8,18.2,23.8,16.7,11.6,16.1,6.1,17.9,7.3,15.3
211,211,42581,50.2,0,9.9,22.1,13.5,18.2,16,18.9,8.1,18.2,4,18.5,4.6,19.5
212,212,42582,18.4,0,6,22.9,6.3,21.2,5.5,22.2,4.5,21.5,5.5,22.5,4.7,21
213,213,42583,69,0,7.2,24.9,14.7,22.6,23.4,24.4,11.8,23.7,8.1,26.2,9.1,23.7
214,214,42584,75.6,0,11.5,25.5,15.3,21.9,24.5,23.4,15.1,22.4,8.7,23.1,14.3,25.4
215,215,42585,67.8,0,10.5,25.7,15.8,26.5,0,25.7,13.5,26.4,14.9,26.2,12.4,20.5
216,216,42586,74,0,16.1,35.4,19.6,35.9,31.2,31.3,15.2,35.7,15.1,41.1,11.3,27.5
217,217,42587,65,0,8.7,29.2,14.9,27.8,25.5,21.8,15.9,31.6,11.7,30.1,8.1,23.9
218,218,42588,47.6,0,5.5,26.9,10.9,27.4,17.2,23.8,7.9,28.7,4.2,26.7,4.9,25.4
219,219,42589,20.9,0,6,24.9,6.4,25.4,8.8,23.9,4.8,25.6,5.4,26.4,4.7,21.6
220,220,42590,55.8,0,13.3,24.5,13.4,22.7,24.5,21.8,10.3,23,9,24.7,9.6,20.9
221,221,42591,50.4,0,6.8,20.3,11.9,21.9,21.8,17.8,9.3,21.1,12.4,23.6,0,18.8
222,222,42592,58.5,0,7.9,19.7,11.7,18.7,21.5,17.3,9.4,19.3,14.6,22.9,9.1,17.6
223,223,42593,52.5,0,6.4,19.5,11.8,19,21,17.8,10,20,13.9,22.4,10.8,19
224,224,42594,53.4,0,6.8,21,12.5,20,23.1,17.1,11.8,20.4,10.2,21.5,10.2,17.2
225,225,42595,33.8,0,8.4,17.8,13,18,16.9,17.5,7.9,17.9,8.8,17.3,9,15.8
226,226,42596,19.6,0,7.5,18.7,9.7,17.8,10.6,17.8,12.2,17.3,6.4,17.2,4.6,16.5
227,227,42597,32.3,0,8.5,22.3,12.4,20.2,22.8,0,9.5,21,7.8,20.8,10.1,20.7
228,228,42598,52.3,0,7.7,17,12.2,13.5,0,0,13,17.8,13.4,20.1,9.8,12.2
229,229,42599,48.2,0,6.4,11.9,14,12.8,24.9,13.2,9.9,12.7,11,14.7,8,10.2
230,230,42600,48.7,0,7.1,13.3,13,13.1,26.1,16.1,11.3,13.2,8.5,14.7,8.7,12.3
231,231,42601,54.5,0,8.8,16.1,11.5,15.8,26.5,16,10.5,16.3,9,18.1,9.9,14.9
232,232,42602,40.2,0,5.9,12.3,11.9,11.3,17.6,10.9,7.7,13.4,7.9,12.2,9,10.7
233,233,42603,25.6,0,6.7,11.3,10.7,8.2,13,7.9,10,10,5.7,8.9,4.9,7.7
