,Unnamed: 0,2012,Jerusalem_no2,Jerusalem_pm25,beer_sheva_no2,beer_sheva_pm25,holon_no2,holon_pm25,tlv_no2,tlv_pm25,gedera_no2,gedera_pm25,shderot_no2,shderot_pm25,haifa_no2,haifa_pm25
59,59,40968,41.4,20.8,10.7,73.6,23.7,0,57.9,35.8,12.5,45.6,12.5,51,0,13.7
60,60,40969,23.5,14.2,6.6,132.3,10.2,0,32.1,17.4,0,0,11.4,27.6,0,6.9
61,61,40970,34.2,8,9.5,48.7,0,0,39.7,20.5,15.4,28.1,12.3,34.4,0,6.2
62,62,40971,22.8,3.9,5.8,11.1,3.5,0,25,13.7,10.6,7.7,9,7,0,7
63,63,40972,19.1,7.6,5.7,10.7,6.8,0,20.5,11.5,9.6,9.7,10.1,10.8,0,7.8
64,64,40973,34.6,12.5,11.2,15.2,29.6,0,56.1,19.1,20.7,16.5,17.8,16.7,0,8.1
65,65,40974,65.8,22.4,16.6,16.8,38.3,0,61.8,26.2,23.5,15.4,9.3,14.6,0,11
66,66,40975,81.5,24.1,26.3,23.1,39.9,0,63.1,26.8,35,20.6,16.5,21,0,13.1
67,67,40976,77.3,23.3,20.3,21.6,34,0,56.8,25.7,30.2,18,11.6,15.2,0,12.8
68,68,40977,76.4,29.2,0,0,35.2,0,59.7,43.8,24.4,33.4,12.2,27,0,26.9
69,69,40978,75,21.1,0,0,36.6,0,48.4,44.8,25.3,38.3,15.9,37.4,0,26.2
70,70,40979,38.4,16.2,0,0,31.2,0,42.4,36.6,20.6,25.9,14.9,26.6,0,17.4
71,71,40980,72.9,24.9,0,0,51,0,0,0,40.9,30.9,19.7,25.5,0,11.9
72,72,40981,53.7,25.2,0,0,0,0,0,0,23.8,53.4,15.2,44.9,0,39.6
73,73,40982,56.4,54.4,0,53.3,35.8,0,77.8,0,26.6,107,21.6,71.3,0,79.3
74,74,40983,33.9,25,0,35.8,16.5,0,45.3,77.1,13.5,79.5,11.6,61.8,0,44.8
75,75,40984,33.5,11.1,8.9,13.3,17.4,0,49.2,16.6,10.7,8.6,8.6,12.9,0,9.8
76,76,40985,17.7,11.3,6.2,15.3,0,0,27.2,18.9,3.2,14.5,6,15,0,9.8
77,77,40986,24.3,7.4,8.9,7.5,0,0,21.3,12.2,0,0,2.4,7,0,7.4
78,78,40987,55.2,10.8,12.2,12.3,0,0,72.3,17.4,0,0,4.5,11.8,0,8.9
79,79,40988,53.7,78.3,9,87.5,31.9,0,66.5,121.7,34.3,164.3,9.4,74.1,0,54.6
80,80,40989,71.2,100.7,18.9,172.7,31.3,0,59.7,141.7,33.3,208.8,19.2,164.6,0,58.9
81,81,40990,93.6,29.5,24.6,35.3,34.9,0,70.3,34.2,35.3,41.8,0.2,29.4,0,16.9
82,82,40991,89.2,23.3,20.4,30.1,36.5,0,73.4,25.5,28.6,22.9,0.2,18.7,0,11.5
83,83,40992,58.3,24,15.3,31.6,32.6,0,50.4,25.9,20.2,18.9,0.1,17.9,0,11.3
84,84,40993,36.5,24.2,10,37.8,33.9,0,54.4,36.7,14.5,27.9,0.2,24.1,0,21.1
85,85,40994,57.1,49.9,8.9,27.5,19.4,0,58.7,38,19,33.9,0.4,25.7,0,25.2
86,86,40995,43.7,19.1,9.1,18.5,14.9,0,52.4,21.4,19.8,19.5,0,16.1,0,9.3
87,87,40996,36.9,19.1,9.4,24.2,19,0,59,26,12.9,24.9,-0.1,25.1,0,12.7
88,88,40997,36.6,21.4,9.8,27.9,14.1,0,56.6,29.9,12.9,26.9,5,27.2,0,13.1
89,89,40998,43.2,15.3,12.6,19.1,18.5,0,55.5,18.5,16.8,19.9,-0.3,19.1,0,9.9
90,90,40999,39.5,15.3,12.2,21.2,16,0,39.9,18.9,8.1,16.9,-0.1,19.7,0,7.8
91,91,41000,31.4,20.7,10.2,24.3,16.7,0,33.2,23.9,11.4,17.8,10.3,19,0,8.6
92,92,41001,81.3,27.6,10.3,29,53.1,0,87.9,33.4,30.5,20.6,19.2,21.3,0,12.9
93,93,41002,54.4,32.2,15.3,34.8,23.2,0,48.9,23.6,21.1,23.8,15.8,26.3,0,15.9
94,94,41003,72.3,23.2,18.5,25.6,26,0,54.5,25.4,24.4,18.3,13.6,22.2,0,9.4
95,95,41004,76.8,31.8,21.8,39.2,40.4,0,69.8,37.1,0,26.1,3.3,28.2,0,15.5
96,96,41005,86.5,41,21.8,43,35.8,0,65.4,48.7,0,0,0.4,30.1,0,15.2
97,97,41006,77.9,43.5,23,42.2,25.5,0,46.8,40.5,0,0,0.3,30.7,0,29.7
98,98,41007,44.3,45.2,0,0,36.6,0,62.2,41.7,0,0,0.1,31.4,0,18.1
99,99,41008,68.5,33.5,0,0,39.9,0,71.6,42.9,0,0,10.7,44.2,0,24.5
100,100,41009,42.7,33.5,9.6,27.8,13.1,0,38.6,33.4,0,0,8.3,33.5,0,18.3
101,101,41010,51.2,17.2,10.3,15.4,18.2,0,43.2,28.5,0,0,7.6,27.3,0,15.3
102,102,41011,37.8,7.4,7.7,11.4,0,0,34.8,17.3,0,0,6.7,16.6,0,6.6
103,103,41012,31.8,5.8,8.9,8,15,0,37.1,11.8,0,0,4.5,9.8,0,4.5
104,104,41013,15.6,0,9.8,11.2,12.8,0,26.3,15,0,0,0.8,9.5,0,4.8
105,105,41014,34.1,18.1,9.2,12.6,30.6,0,47.6,20.6,0,0,5.5,12.8,0,10.8
106,106,41015,51.3,27.7,9.1,18.8,35.2,0,73.9,29.4,0,0,9.7,29.8,0,19.3
107,107,41016,41.6,11.6,10.5,11,11.2,0,35.1,21.3,0,0,13,21.2,0,8.5
108,108,41017,75.5,18.8,18.4,12.2,49.4,0,74.7,27.9,43.4,22.8,22.8,20.1,0,8.9
109,109,41018,49.4,34.7,9.9,29.3,0,0,86.2,40.7,18.5,39,4.8,39.5,0,16.4
110,110,41019,35.3,6.6,8.9,13.8,13.8,0,42.8,14.4,14.5,16.2,9.3,18,0,6.9
111,111,41020,29.5,10.2,12.1,10.7,15.3,0,36.6,16.7,8.4,15.1,16.2,14,0,6.9
112,112,41021,22.1,12.1,8.5,8.3,9.9,0,23.7,14.7,7.7,13.3,6.6,11.5,0,6.5
113,113,41022,65.7,24,18.9,16.7,41.7,0,68.1,22.3,28.3,16.2,0,14.4,0,12.8
114,114,41023,57.3,21.8,20,15.6,26.3,0,50.8,22.5,15.1,21.3,0,19.5,0,17.6
115,115,41024,62.2,23.5,12.3,16.5,0,0,46.3,20.7,19.2,19.7,12.6,16.8,0,17.1
116,116,41025,61.6,33.8,15.8,19.7,18.1,0,39.6,20.2,12.5,18.5,0,18.1,0,16.2
117,117,41026,43.5,17.7,11.8,18.6,16.1,0,34.1,19.6,10.8,16.3,0,15.3,0,11.8
118,118,41027,51.4,20.6,12.6,16.7,16.9,0,40,19.5,10.7,13,0,11.8,0,11.1
119,119,41028,32.9,36.6,9.3,17.6,12.6,0,25,23.2,11.8,17.1,5.5,15.7,0,18.7
120,120,41029,89.6,27.4,18.5,29.5,26.1,0,50.1,29.8,20.5,22.5,0,23.8,0,16.4
121,121,41030,93.4,30.5,27.8,34,32.1,0,58.9,22.2,28.9,21.7,0,19.8,0,19
122,122,41031,70.1,41.3,15.2,52.2,22.8,0,86.4,42.3,19.6,42.4,1.8,32,0,36.8
123,123,41032,53.8,22.7,10.1,42.7,14.3,0,88.7,42.9,15.3,42.2,4.6,36.6,0,36.8
124,124,41033,60.7,19.2,17.1,47.7,22.2,0,85.6,44.4,17.1,36.8,3.3,35.6,0,27.6
125,125,41034,59.3,23.5,14.7,59.7,32.5,0,93.1,0,17.1,36,10.4,34.9,0,22.6
126,126,41035,37,14.6,13.3,43.3,24.3,0,75.3,0,14.8,30,3.9,25.1,0,17.4
127,127,41036,73.8,25.4,16.6,40.6,35.4,0,88.3,0,32.5,22.6,1.9,23.3,0,18.8
128,128,41037,57.9,16.4,15.4,26.1,18.6,0,80.7,25.1,23.8,23.8,0.7,21.4,0,17.3
129,129,41038,79.3,20.3,17.7,25.2,18.8,0,69.5,26.3,25.3,22.2,1.5,20.6,0,19.2
130,130,41039,96.5,40.3,19.7,43.3,0,0,66.5,0,14.6,30.6,1.8,30.6,0,29.1
131,131,41040,79.1,33.4,12.3,29.1,0,0,56.8,32.9,19.2,31.4,5.6,24.9,0,22.1
132,132,41041,72.9,19,12.4,26.6,19.4,0,55.5,34,12.6,27.4,0,25.8,0,24.3
133,133,41042,31.8,12.8,9,27.6,24.8,0,54,34.2,22.8,20.9,2.9,20.4,0,19.9
134,134,41043,57.2,18.9,8.7,36.7,18.9,0,58,28,15.7,25.4,0.4,24.4,0,19.9
135,135,41044,59.1,13.2,21,21.2,22.7,0,59.5,25.5,17.8,21.6,5.9,22.4,0,17.5
136,136,41045,63.6,18.1,17.3,20.7,24.3,0,56.3,27.7,18.9,22.2,11.8,23.1,0,18.2
137,137,41046,70.8,18.4,15.8,30.2,30.7,0,61.2,32.2,22.1,22.9,21.6,23.2,0,18.5
138,138,41047,78.2,18.5,16.4,28,54.3,0,90.2,34.5,33.6,22.4,22.5,21.8,0,18.2
139,139,41048,54.2,21.5,7.7,25.5,10.4,0,39.6,20.3,15,21,8.8,18.8,0,13.4
140,140,41049,10,18.2,12.6,21,7,0,24.6,14.1,5.5,14.8,10,13.2,0,8.9
141,141,41050,52.3,9.8,11.1,10.5,13,0,45.4,14.2,12.6,9.4,13.6,9,0,5.9
142,142,41051,48.7,10.6,13.8,10.7,13.7,0,45.1,9.8,14.6,7.7,18.6,8.3,0,5.3
143,143,41052,71.8,14.7,16.7,20.2,0,0,63.7,18.5,19.7,12.3,17.8,14,0,7.7
144,144,41053,37.2,16.9,8.3,27.1,0,0,54.8,34.7,10.5,35.8,6.8,31.1,0,19.5
145,145,41054,51.3,13.9,11.5,11.8,19.9,0,44.4,16.4,13.8,16.9,12.8,15.7,0,9
146,146,41055,62.4,14.1,16.9,22.8,24.9,0,46.9,17.6,22.5,13.9,16.8,13.1,0,10
147,147,41056,17.9,8.9,11,19.7,10.6,0,23.3,12.1,8.9,10.9,7.3,9.6,0,7.7
148,148,41057,36.1,9,14.3,18.2,25.6,0,34.5,10.7,19.1,9.4,11.7,8.6,0,7.1
149,149,41058,90.4,21.7,0,50.8,55.7,0,67.2,21.4,33.8,19,29.6,17,0,10.4
150,150,41059,56,22.2,0,0,38.3,0,62.9,34.7,22.5,24.9,14.4,24.7,0,18.5
151,151,41060,48.2,14.4,0,0,15.1,0,33.5,13.6,8.6,13.6,12,12.1,0,8.4
152,152,41061,70.4,16.4,0,0,0,0,57.7,20.2,25.1,16.5,18.3,16.8,0,8.5
153,153,41062,49.2,17.6,0,23,0,0,44.9,23.2,18.1,16.6,15.8,16.6,0,11.3
154,154,41063,31.3,11.2,0,16.3,0,0,27.2,14.4,9.7,11.5,0,0,0,9.2
155,155,41064,114.8,15.9,0,25.1,0,0,45.7,20.4,21,15.8,0,0,0,22
156,156,41065,68.3,20.5,0,20.4,0,0,35.3,19.7,8.4,15.7,17.6,13.8,0,16.7
157,157,41066,54.1,15.3,0,26.6,0,0,36.6,20.3,11,16.5,19.7,18,0,16.4
158,158,41067,50.2,17.8,0,24.9,0,0,42.2,21.1,11.5,16.8,16.6,18.7,0,0
159,159,41068,65.7,16.2,0,23.5,0,0,51,20.1,22.1,15.8,19.1,17.5,0,0
160,160,41069,52,10.8,14.7,18.9,0,0,35.6,17.6,10.8,12.6,17.7,12.3,0,12.9
161,161,41070,31,15.8,0,21,0,0,25,21.4,9.5,15.9,9.6,15.4,0,15.2
162,162,41071,97.8,23.4,14,28.6,0,0,40.8,20.6,16.4,18,11.3,18.8,0,20.2
163,163,41072,65.6,19,8,23.2,0,0,35.7,20.1,13.6,17.5,14.3,18,0,16.3
164,164,41073,60.6,16.8,13.6,26.4,0,0,34.3,20.2,11.1,18.2,15.5,18.7,0,16.4
165,165,41074,70.2,18.2,13.2,27.3,0,0,41.4,21.2,0,0,10.8,16.9,0,15.4
166,166,41075,70.2,22.9,14.1,27.8,12.2,0,36.3,23,0,0,8.9,16.9,0,19.7
167,167,41076,42.7,30.6,7.7,26.6,8.8,0,21.5,22.9,7.7,20.6,7.5,21.4,0,27.3
168,168,41077,35.3,27.4,10.4,29,10.4,0,17.1,28.9,9.8,23.2,6.7,22.5,0,27.8
169,169,41078,98.7,27.3,19.9,35,25.5,0,40.9,30.2,19.7,25.7,19.7,24.3,0,24.3
170,170,41079,75.3,26.4,16.2,32.3,13.5,0,32.9,28.5,15.7,27,18.7,26.1,0,27.4
171,171,41080,59.7,29.4,21.8,29.2,12.2,0,31.5,27.7,18.7,28.1,13.3,26.7,0,23.7
172,172,41081,42.1,25.6,6.8,0,10.7,0,39.2,28.2,10.6,25.1,11.1,25.5,0,21.5
173,173,41082,46.2,18.1,15.8,25.1,10.5,0,39.6,25.2,0,0,14.5,21.4,0,19.2
174,174,41083,34.9,27.1,10.5,33.1,15.3,0,36.2,32.6,0,0,9.2,29.5,0,22.8
175,175,41084,26.7,18.8,14.2,28.2,12.2,0,22,30.6,8.5,23.7,8.6,23.8,0,17.7
176,176,41085,64.5,17.4,17.6,26.1,12.1,0,36.6,24.1,9.9,20.4,13.7,21.3,0,17.1
177,177,41086,49.7,25.8,8.4,24.1,10.7,0,40.9,29.2,11.4,24.3,6.5,23.8,0,21.4
178,178,41087,54.5,31.5,0,0,9.6,0,37.4,34.5,10,27.3,14.4,31.3,0,0
179,179,41088,49.4,29.2,0,0,8.4,0,39.4,29.5,9.9,26.9,7.3,26,0,0
180,180,41089,55.3,27.1,0,0,7.4,0,39,33.5,10.5,26.1,11.1,27,0,23.6
181,181,41090,36,25.4,0,0,7.5,0,29.7,32.4,15.1,28.2,7.3,26.5,0,24.9
182,182,41091,24.5,19.1,0,0,4.5,0,17.5,29.9,7.5,23.8,7.6,23.8,0,24.7
183,183,41092,62.8,19.6,0,0,11.2,0,22.9,0,16,15.8,9.6,19.8,0,13.3
184,184,41093,73.1,16.2,12.6,0,12.9,0,0,0,14.6,17.1,10.3,18.6,0,13.4
185,185,41094,57.3,14.7,11,0,10.5,0,41.2,0,9.8,13.2,15.3,14.9,0,9.1
186,186,41095,47,12,14,0,10.9,0,39.5,0,10,0,12.8,10.2,0,8.2
187,187,41096,50.3,16.1,10.9,0,11.8,0,36.4,16.6,10.7,0,13.9,11.5,0,11.6
188,188,41097,41,18.7,11.9,18.3,8.7,0,27.6,23.5,6.6,0,15.9,16.8,0,18.2
189,189,41098,24.5,16.4,9.7,19,4.6,0,14.5,0,5.2,0,4.8,19.1,0,18.9
190,190,41099,51.8,21.9,9.1,22.7,9.3,0,33.7,0,15.3,0,13.7,25.3,0,18.8
191,191,41100,73.9,24.4,14.3,24.2,15.8,0,44.2,0,18.3,28,14.8,26.2,0,21.5
192,192,41101,52,30.6,16.6,34.3,14,0,38.7,0,32.2,35.3,20.6,40.5,0,27
193,193,41102,56.4,29,11,29.6,12.9,0,38.4,0,35.6,30.7,12.5,31,0,22.5
194,194,41103,70.8,13.2,12.9,23.9,10.6,0,0,0,35.4,21.4,11.7,21.8,0,16.3
195,195,41104,49.7,6.5,20.4,20.5,13.4,0,25.8,0,15.5,17.2,12.7,18.2,0,13.8
196,196,41105,21.4,4.4,9.4,20.1,9.5,0,17.7,0,8.1,17.9,7.2,19.2,0,15.2
197,197,41106,70.9,11.9,17.5,21.8,18.2,0,37.4,0,0,22.3,12.2,22.9,0,14.2
198,198,41107,71.4,16.1,16.9,26.2,14.5,0,0,0,0,0,10.9,28,0,23.4
199,199,41108,68.1,13.9,15.5,24,15,0,30,0,0,0,12.4,26.8,0,22.4
200,200,41109,79.2,19.5,11.7,26,15.3,0,25.5,0,0,0,11.8,28.1,0,20.2
201,201,41110,66.1,28.9,9.3,22.8,8.9,0,23.7,25.9,0,0,15.7,26.8,0,21.5
202,202,41111,35.4,19.5,7.2,20.6,5.9,0,18.7,23.7,0,0,5.9,25,0,17.5
203,203,41112,16.9,12.1,5.7,14.6,4.3,0,8.8,14.9,0,0,4.2,17.4,0,13.1
204,204,41113,46.2,16.3,12.4,19.7,9.6,0,15.7,20.5,0,0,7.8,19.4,0,15.5
205,205,41114,54.6,24.2,0,31.9,12.1,0,11.6,24.9,0,0,9.5,24.6,0,17.1
206,206,41115,46,19.8,0,0,9.3,0,6.2,22.7,0,0,13.8,24.5,0,17
207,207,41116,47.9,23.2,0,0,9.5,0,21.4,22.6,0,0,11.1,22.2,0,7.9
208,208,41117,48.9,26.9,0,0,7.8,0,30.1,27.7,0,0,10.9,26,0,15.9
209,209,41118,30.5,18.5,9.1,18,6.8,0,21.9,21.4,0,0,7.8,21.4,0,10.5
210,210,41119,13.3,11.7,8,13.8,3.8,0,13,15.9,0,0,5.7,17.2,0,7.3
211,211,41120,23.5,11.9,5.9,13.5,7.6,0,31.6,17.5,0,0,6.1,18.4,0,8.3
212,212,41121,46,19.4,9,19,9.2,0,32.6,22.9,0,0,6.9,22.7,0,9.1
213,213,41122,73.9,20.1,18.1,23.4,13.7,0,42.5,28.2,0,0,12.3,26.9,0,10.6
214,214,41123,81.3,20.1,15.6,27.8,30.9,0,57.7,30.5,25.1,23.1,18,26.8,0,10.7
215,215,41124,60.4,22.6,10,22.9,8.2,0,34.7,26.7,10.1,26.5,9.7,30.7,0,17.1
216,216,41125,28.5,17.9,12.3,17.4,7.8,0,25.1,22.9,7.4,20.9,12.5,21.9,0,14.6
217,217,41126,14.6,14,4.7,14.9,2.9,0,16,18.2,5,18.2,4.5,18.7,0,12.3
218,218,41127,43.3,15.5,6.7,16.2,8.1,0,36.7,19.1,9.3,19.8,6.8,20.3,0,0
219,219,41128,50.4,19,13.3,16.6,8,0,31.7,21.2,11.2,20.2,11.7,20.5,0,0
220,220,41129,71.1,21.1,16.1,20.8,13.8,0,33.7,21.7,13.6,19.1,7.3,22,0,21.5
221,221,41130,68.6,17.4,15.5,19.1,18.7,0,38.2,21.3,25.3,19.2,12.7,19.3,0,18.5
222,222,41131,68.9,16.2,20.9,18.5,17.4,0,32.5,20.4,20.9,20.2,13,20.5,0,16.9
223,223,41132,54,20,14.6,17.7,11.6,0,26.2,20.8,16.4,18.9,11.4,20.1,0,16.4
224,224,41133,23,11.9,9.5,19.2,3.6,0,14.3,22.3,8.8,20.8,7.5,22.7,0,20.4
225,225,41134,57,16.9,16.4,23.8,13.7,0,37.2,26.5,12.1,23.8,10,28.5,0,22.5
226,226,41135,62.7,17.9,18.9,23.3,14.3,0,32.1,22.9,13,23.1,11.7,23.2,0,19.2
227,227,41136,75.4,16.9,20.6,20.6,16.6,0,33.6,19.8,21.1,19,30.1,19.9,0,15.3
228,228,41137,42.1,14.5,9.2,15.2,11.2,0,40.3,18,13.1,17.2,7.5,18.2,0,18.3
229,229,41138,59.8,20,10,18.9,9.9,0,37.4,21.9,11.1,20.5,9.8,20.9,0,20
230,230,41139,44,20.8,9.6,22.7,9.9,0,33.9,23.7,0,0,8.3,21.3,0,20.5
231,231,41140,23.3,17.8,9.6,21.5,6.4,0,19.4,22.2,0,0,7.1,20.9,0,18.7
232,232,41141,63.3,16.4,12.5,20.5,13.8,0,38.5,21.7,15.5,20.8,11.8,21.2,0,18.2
233,233,41142,62.4,15.2,13.9,17.5,13.9,0,40.7,21,19.4,17.4,18.5,18.8,0,0
234,234,41143,48.3,14.1,13,14.7,24,0,44.8,17.9,16.1,17,11.9,16.5,0,0
235,235,41144,51.3,11.4,18.6,14.5,26.3,0,45.2,12.7,11.8,11,18,10.8,0,8.8
236,236,41145,46.2,11.3,13.1,11.1,15.1,0,43.1,11.4,14,10.7,13.2,11.1,0,10.6
237,237,41146,33.2,12.5,11.3,14.3,8,0,29.6,14.1,8.3,12.6,12.5,14.3,0,12.8
238,238,41147,18.4,11.7,10,16.8,4.7,0,14.9,19.2,8.9,16.4,10.1,16.5,0,15.8
239,239,41148,73.9,15.3,14.8,20.2,0,0,37.2,20.8,15.3,18.6,11.9,20.5,0,15.1
240,240,41149,67,11.9,14.9,18.7,0,0,44.2,19.8,13.3,16.9,9.2,17.4,0,14.7
241,241,41150,52.5,13.7,10.6,16.4,0,0,45.4,18.3,14.5,14.1,9.7,17.7,0,14.4
242,242,41151,40.3,18.3,10.7,19.1,0,0,45.2,23.4,9.7,22.1,7.8,19.5,0,21.8
243,243,41152,53.3,17.2,11.9,21.6,0,0,42.4,21.6,12.9,24.3,9.1,22.4,0,0
244,244,41153,29.6,11.8,9.9,15.2,10.9,0,33.8,15,7,16.4,7.7,15.1,0,10.7
245,245,41154,22.5,11.4,8.4,14.3,9.3,0,18.8,11.8,7.2,13,6.1,12.6,0,9
246,246,41155,45,0,17.5,16.4,15.3,0,41.7,13.9,12.2,13.7,17.8,13.4,0,12.4
247,247,41156,47.7,14.6,13.6,14.6,10.3,0,41.7,13,12.5,12.2,12.1,11.7,0,11.7
248,248,41157,62,18.2,14.7,15.2,14.1,0,42.7,16.4,12.8,10.4,12.9,14.7,0,13.4
