,Unnamed: 0,2017,Jerusalem_no2,Jerusalem_pm25,beer_sheva_no2,beer_sheva_pm25,holon_no2,holon_pm25,tlv_no2,tlv_pm25,gedera_no2,gedera_pm25,shderot_no2,shderot_pm25,haifa_no2,haifa_pm25
90,90,42826,44.8,11.9,16.2,17.6,28.4,29.7,0,22.8,13.1,18.7,12.3,19,14.1,23.3
91,91,42827,16.2,9,9.2,17.6,12.5,23.6,0,15.8,7.2,18,6.6,17.3,6.7,19
92,92,42828,38.3,7.2,15.2,13.8,19.2,11.1,0,8.9,12.4,9.8,10.6,9.6,11.2,13.8
93,93,42829,58.2,9,14,11.2,22.3,15.6,0,12.6,12.9,11.8,11.5,10.4,12.6,15.6
94,94,42830,59.4,12,23.6,15.8,45.3,24.9,0,20.4,28.9,17.3,21,16.7,26.6,24.2
95,95,42831,50.8,16.8,10.3,18.2,21.9,31.2,0,18.5,13.3,18.2,21.4,23.6,12.1,21
96,96,42832,63.6,18.4,12.6,23.8,30.3,24.3,42.1,17.4,17,19.7,13.6,19.9,28.8,23.5
97,97,42833,24.1,10.1,6.5,15.2,10.5,20,16.8,14,7.4,18.5,6.4,15.7,6.6,18.1
98,98,42834,17.8,9.6,9.6,20,9.7,23.2,14.3,18.8,8.9,19.1,7.3,17.3,4.7,18.1
99,99,42835,48.5,8.4,16.2,18.9,22,18,35.3,13.9,14.3,16.4,11.4,13.2,15.4,17.5
100,100,42836,58.7,19.2,14.7,16.3,22.5,16.6,28.1,12.7,18,13,10.6,11.2,24.4,18.2
101,101,42837,31.7,20.5,0,19.4,32,22.9,31,17.8,18.2,18.6,16.7,15.3,38.4,28.4
102,102,42838,52.2,27.3,0,31.6,41.2,57.8,61.8,35.8,18,36.3,12.8,32.2,10.8,42.1
103,103,42839,48.3,20.1,0,26.9,14,40.4,26.6,26.6,9.7,27.4,8.4,33.1,11.1,32.6
104,104,42840,19.3,5.1,0,15.6,11.2,21.2,17.1,15.1,6.7,17.6,7,15.9,5.6,22.1
105,105,42841,16.8,10.5,0,21.1,7.4,23.4,11,19.1,7,19.9,5.2,18.1,4.4,22.7
106,106,42842,34,13.8,0,22.3,9.5,25.2,17.7,20.3,7.1,22.8,8.7,18.5,6.9,23.2
107,107,42843,28.2,6.8,0,0,14.8,22,17.1,19.6,10.7,19.4,6.9,17.3,13,24.5
108,108,42844,65.4,7,0,0,38,19.5,58.2,18.3,17,13.5,11.7,11.8,15.2,22.6
109,109,42845,62.7,11,19.8,18.8,34.7,24.7,42.9,21.2,18.5,15.5,17,14.5,8.8,23.4
110,110,42846,80.5,12,29.1,16.8,38.4,20.5,48.3,16.4,24.5,15.6,17.6,13.4,15.5,19.6
111,111,42847,48.7,12,16.2,21,50.8,33.6,58.8,25.2,21.4,20.2,19.8,19.3,14.4,17.9
112,112,42848,33.8,18.4,19,23.3,34.3,35.4,39.2,23.5,14.5,25.9,23,27.6,10.7,26.8
113,113,42849,40,9.9,7.2,12,10.4,15.7,18,11.1,6.2,13,6.9,14.3,5.6,17.6
114,114,42850,45,8.9,8.7,10.8,10.5,13.4,21.3,12.2,8.4,12.1,7.8,9.6,9.3,15.3
115,115,42851,70.5,13.3,10.3,12.3,25.8,19,38.1,15.8,16.7,15.7,10.9,13.8,21.4,19.3
116,116,42852,68.3,27.3,15.1,21.5,33.3,23.9,42.8,19.8,24.6,18.8,19.1,16.5,47.4,25.6
117,117,42853,59.1,17.4,9.8,16,17,18.1,32.5,14.2,14.7,16.5,12.7,14.3,13.8,23.3
118,118,42854,47.8,15.6,13.3,17.8,16.7,19.2,25.4,14.3,9.3,15.2,9,15,4.2,18.1
119,119,42855,32.4,17.2,12.1,21,19.4,21.7,22.6,18.6,10.6,17.2,7.8,16.8,5.4,21.4
120,120,42856,87,21.4,27.6,25.7,32.8,24.7,36.6,18.6,23.2,22.3,20.3,20.1,41.5,29.6
121,121,42857,74.2,21.4,14.9,21.9,18.1,32.8,33.4,26.4,15.6,28.9,12.1,25.8,18.1,27.4
122,122,42858,36.1,15.9,6,23.6,6.4,28.9,13.8,22.1,7,24.5,6.9,23.6,2.5,25.8
123,123,42859,46.6,13.4,14.3,19.2,11.8,26.8,25.7,20.6,11.5,20.9,8.7,21,6.7,23.8
124,124,42860,43.7,12.7,12.5,18,16.3,26.3,26.3,22.6,13.3,21.7,11.3,22,7.2,24.1
125,125,42861,42.7,13.5,9.1,22.6,11.4,25.1,18,20.4,8.9,21.3,8.8,20.2,4.5,23.8
126,126,42862,21.7,12.8,5.8,24.3,4.3,26.2,9,21,6.7,23.1,5.8,21,1.3,24.1
127,127,42863,55.8,8.5,0,22.5,19,27.1,33.3,22.3,14.9,25.2,9.4,22.5,7.9,23
128,128,42864,81.6,16.3,0,16.7,40.6,23.2,58.9,20.6,27.8,13.7,17.5,15.6,17.4,18.4
129,129,42865,74.7,19.3,25.4,21.7,62.8,33.6,77.3,25.2,38.1,27.8,31.3,24.2,33,23.6
130,130,42866,84.4,19.7,25.1,23.2,41.2,32.7,64.9,23.3,26.2,25.7,20.2,24.4,26.1,25.6
131,131,42867,53.7,13.8,11.3,19,9.3,15,20.4,11.7,12.9,15.7,13.7,15.5,7.4,13.8
132,132,42868,36.8,7.2,0,14.8,9.3,16.9,17.8,14,6,14.9,7.8,13,4.5,20.2
133,133,42869,25.5,20,0,20.8,12.8,22.9,17.6,16.7,9.2,19,5.3,14.2,5.3,18.1
134,134,42870,91.6,22.5,0,39.4,41.8,44.2,56.5,36.6,0,0,20.4,22.5,16.9,22.3
135,135,42871,51.8,15.9,19.8,34.2,27.7,56,42.5,41.5,25.2,46,17.9,40.5,8.1,24
136,136,42872,70.9,15.2,8.6,14.9,15,21.6,28.7,17.1,12,22.3,8.8,18.7,8.2,21.2
137,137,42873,80.7,11.1,19.2,16.5,27.7,25.8,39.9,21.3,18.5,32.2,13.9,24.7,13.2,16.9
138,138,42874,83.6,13.6,26.9,19.8,32.3,17.7,40.5,14.1,25.7,15.5,18.1,17.8,17.7,13.7
139,139,42875,36.6,10.1,7.2,15.3,8.3,12.8,14.2,9.8,9.6,13,15.2,11.6,5.1,11.3
140,140,42876,15.2,1.2,4.1,2.1,3.8,12.1,7.9,8.2,4.5,10.1,3.5,9.9,0.5,12.3
141,141,42877,43.7,3.3,9.1,4.3,8.3,11.7,26.4,9.4,10.6,10.4,7.3,9.4,6.1,13.7
142,142,42878,63.5,19.4,0,20.2,37.1,22.3,55.2,18.9,16.2,15.9,13.4,16.3,22,16
143,143,42879,30.2,2.6,0,22.3,7.3,13.8,22.2,12,7.7,13.8,5.6,13,5.7,14.3
144,144,42880,55.2,5.6,0,20.2,13,17,26.7,13.5,10.6,14.5,9.3,13,9.3,17.3
145,145,42881,77.4,6.5,14.7,25.9,0,0,34.7,14.6,13.9,14.3,12.5,14.1,18,19.8
146,146,42882,37.1,4.7,11.6,24.9,0,0,19.5,11.5,9.4,10.7,11.1,11.1,5.8,13.4
147,147,42883,27.1,10.7,8.8,23.1,27,16.2,30.7,15.6,14.5,12.5,11.6,13.9,10,15.5
148,148,42884,48.6,7,11.1,25.4,17.8,11.9,28.7,10.5,15,14.7,9.2,13,12.4,13.7
149,149,42885,59.3,9,17.9,25.9,20.3,13.1,33.8,13.3,17.5,13.8,12,13.1,9.3,14.4
150,150,42886,45.4,5.7,10.3,24.8,12.9,10.6,19,9.5,12,9.6,8.9,11.4,7.6,12.2
151,151,42887,8.4,2.7,6.9,0,6.2,7.7,8.5,7,7.4,8.7,6.8,7.7,6.7,12.1
152,152,42888,43.4,6.1,8.4,0,10.8,12.4,21.8,10.4,11.4,10.9,6.8,10.7,8.2,15.9
153,153,42889,36.3,7.3,7.6,0,9.8,15.5,16.7,13.6,6,13.9,10.2,14.9,5.2,17.4
154,154,42890,21.2,8.7,6.3,0,5.2,15.5,10.6,13,5.4,14.9,4.4,13.2,5.4,18.8
155,155,42891,65.3,12.4,9.8,0,16.8,18.3,26.5,16.9,13,16.7,13.4,15.7,13.1,19.9
156,156,42892,58,9.8,11.9,0,16.9,16.8,32.5,15.8,12.3,17.8,11.3,15.3,11.2,17.5
157,157,42893,61.7,7.5,16.6,0,28,16.5,37.7,15.1,14.5,13,17.2,14.8,12.5,14.2
158,158,42894,79.7,7.4,0,0,26.7,18.7,35.7,17.7,18.6,18.4,13.5,15.7,13.4,19.3
159,159,42895,67,12.6,16.6,0,17.2,20.9,30.3,20.6,17,19.9,15.8,19,13.6,19.2
160,160,42896,63.6,10.5,12.4,24.5,14.2,19.9,21.3,18.6,10.1,20.3,19.7,19.2,15.8,20.2
161,161,42897,13,6.5,2.9,16.1,2.4,18,7.4,15.9,4.3,20.4,3,18.3,1.7,21.2
162,162,42898,50.9,6.6,6.2,9,8.6,10.6,21.7,9.4,8.2,11.3,8.9,10.4,10,14.8
163,163,42899,53.7,11.2,10.2,14.9,11,14,23.7,13.4,9.2,13.5,8.8,13.2,9.2,18.6
164,164,42900,61.6,9.4,0,15.3,15.4,14.2,28.1,13.2,11.2,12.9,11.2,14.2,12.1,15.8
165,165,42901,62,10.1,0,14.6,13,13.2,25.3,14.8,13.2,12.7,11.6,14,14.2,16.9
166,166,42902,56.5,11,0,16.7,11.7,16.7,23.6,15.3,9.2,16.3,12.3,15.1,10.2,18.6
167,167,42903,42.8,0,9.3,15,11.6,14.6,18.7,14.7,9.3,12.8,9.4,12.3,7.5,17.4
168,168,42904,19.1,0,5.2,16.5,3.7,18.2,7.4,14.8,4.4,16.9,6,16.1,3.8,21
169,169,42905,57.2,10.3,12.5,20.3,11.6,17.7,25,17.2,9.4,18.5,13,18.2,12.4,19
170,170,42906,55.3,6.2,11.6,15.7,18.1,20.1,29.1,19.1,14.1,15.8,11.6,15.5,10.9,17.3
171,171,42907,35.4,9.1,7.7,13.9,9.6,10.2,20.3,10.1,8.8,13.1,12.3,14.2,9.3,12.2
172,172,42908,44.9,7.3,8.2,8.2,10.8,9.9,26.3,7.6,9.1,9.1,7.1,10,10,12
173,173,42909,47.1,7.2,11.3,12.9,9.1,13.9,27,12.5,8.6,11.3,7.7,11.9,12,15.2
174,174,42910,37.6,8.8,8,13.8,10,13.2,18,12.3,8.4,12.2,8.1,12,6.7,13.7
175,175,42911,15.6,7,4.2,12.3,4,14.4,8.7,13.3,5,13.6,5.7,12.6,4.4,16.3
176,176,42912,52.3,10.2,7.3,15.5,9.7,18.7,22.1,16.7,7.6,15.5,12.2,14.9,9.4,18.1
177,177,42913,63.5,0,7.8,21.3,8.1,21.7,24.3,20.3,8.4,19.2,8,19,7.9,21.9
178,178,42914,65.4,0,7.8,20.7,11.9,22.9,26.4,21,8.9,20.9,10,19.2,12,24.9
179,179,42915,58.8,9.7,10.5,19.3,Calib,23.8,30.2,20.6,11.4,21.5,10.2,19.6,10,21.6
180,180,42916,60.9,9.2,11,19.6,Calib,17.5,29.9,15.2,10.6,17.1,12.5,15.4,9.2,17.6
181,181,42917,42.7,9.5,10,21.4,11.2,21.6,25.6,19.9,7.4,19.8,7.9,20.9,5.9,24.2
182,182,42918,31.3,0,7.4,21.9,6.8,25.7,10.5,23,5.6,23.9,7.1,23.2,6.1,26.8
183,183,42919,101.3,0,16.9,21.1,20.6,26.8,35,25,13.3,23.6,9.5,24.1,19.2,31.1
184,184,42920,78,0,17.3,18.5,26.1,26.4,43.1,24.3,16.2,24.5,16.9,23.7,17.3,18.3
185,185,42921,72.1,0,12.9,20.3,15.8,22.5,37,21.6,12.9,22.3,13.1,24.8,12.2,21.5
186,186,42922,47.9,0,7,15.3,10.8,19.4,23.3,17.9,6.7,19.7,10.2,19.8,8.2,20.4
187,187,42923,44.4,0,4.8,12.8,10.2,15.5,25.2,13.5,8.6,16,0,0,9.5,17.2
188,188,42924,28.7,0,4,15.4,7,17.7,16.3,15.7,6.4,18.9,0,0,5.9,18.7
189,189,42925,18,0,0,16.1,4.8,18.4,8,18.3,4.1,18.3,0,0,3.4,20.9
190,190,42926,0,0,0,18.6,10.4,18.5,25.9,17.4,9.4,18.4,0,0,11.4,19.9
191,191,42927,0,0,11.3,17.4,15.5,15.6,25.8,15.2,11.7,13.7,9.6,15,12.6,16.6
192,192,42928,56.2,0,11.5,14.2,13.7,15.1,25.3,13.9,11.3,16.2,8.4,14.3,13.5,17.3
193,193,42929,64.8,0,11.7,22.8,12.2,19.9,24.9,17.6,6.8,17.4,16,19.1,10.9,19.3
194,194,42930,66.7,0,8.8,19.7,10,18.1,26.4,18.1,0,0,11,18.6,9.5,23.3
195,195,42931,49.7,0,8.9,16.9,13.4,19,19.1,17.2,0,0,8.8,18.8,11.6,19.7
196,196,42932,0,0,7.6,24,7.8,24.7,11.2,21.9,0,22.5,5.3,24.3,5.7,23.2
197,197,42933,0,0,19.6,21.7,33,25.4,44.1,24.4,0,20.1,16.7,22.8,16.5,23.5
198,198,42934,70.4,0,12.3,23.4,20.5,23.6,32.6,22.2,13.5,20.8,13,23.8,12,24.5
199,199,42935,54.2,0,8.8,21.1,9.7,21.6,19.4,20.5,8.5,20.5,14.4,20.9,10.5,23.2
200,200,42936,51.1,0,12.3,17.9,17.9,18.6,27.9,15.5,8,16.4,9.3,17.9,11.9,16.4
201,201,42937,48.4,0,9.4,14,12.6,13.6,23.7,12.4,8.9,13.7,14.9,14.8,13.3,15.6
202,202,42938,0,0,5.6,13.2,7,11.9,14.3,11.5,6.2,12.5,6.1,12.9,8.2,13.8
203,203,42939,0,0,4.7,16.8,4.3,17.4,8.2,16,4.3,16.8,5,18.1,4.1,18.9
204,204,42940,0,0,8.9,19.4,10.1,21.1,23.5,24.3,9.1,19.9,9.7,20.6,12.4,21.2
205,205,42941,0,0,9.3,19.2,12.3,20,24,19.6,9.1,20.1,12.9,19.4,11.5,25.4
206,206,42942,65.2,0,9.3,19,15.7,21.6,30.4,19.7,9.1,19.4,12.4,22.1,12.2,26.9
207,207,42943,66,0,9.5,19.9,21.3,21.7,35.7,18.8,12.9,21,10.9,20.8,11.6,21
208,208,42944,68.4,0,9.3,18.8,16.4,21.8,36.5,22.5,12.6,19.4,11.7,22.5,12.1,22.3
209,209,42945,28.8,0,6.9,11.8,5,11.3,14.2,10.6,7.4,15.4,8.7,13.8,6,13.6
210,210,42946,13.2,0,5.3,8.4,3.4,8,8.8,8.2,5.5,7.7,5.3,7.9,6.1,10.2
211,211,42947,40.9,0,9.6,8.1,10.3,8.2,31.7,9,9.1,8.3,9.6,8.2,13.7,11.7
212,212,42948,57.9,0,10,13,13.7,15.6,31.7,15.1,9.9,13.2,12.2,8.6,12.4,16.8
213,213,42949,44.7,0,9.5,15,14.6,16.5,22.1,15,9.4,15.1,13.1,15.9,10.5,14
214,214,42950,53,0,10.9,18.1,0,19.6,25.8,18.3,11.5,18.9,4.6,19.2,10.2,18.2
215,215,42951,54.9,0,8.7,16.7,Calib,18,24.2,18.6,9,19.3,8.7,19.8,13.2,18.3
216,216,42952,43.5,0,8.7,15.8,0,15.2,13.8,13.7,7.7,14.3,5.3,14.1,8.4,15.2
217,217,42953,20.8,0,5.9,26.5,0,17.5,9.5,15.6,13.1,15.2,5.7,14.9,5.5,16.9
218,218,42954,67.4,0,11.5,15.9,Calib,20.4,26.3,20.3,13.5,19.1,9.8,21.7,14.3,20.8
219,219,42955,59.7,0,9.5,20.7,0,24,25.8,23.2,14.8,22.8,10,23,15.7,24.2
220,220,42956,59.2,0,6.8,18.6,6.1,18.3,16.1,17.8,8.9,16.9,8.8,18.9,12,21.5
221,221,42957,53.8,0,6.6,15.8,8,17.8,19.6,16.2,11.4,16.3,7.3,16.7,12.9,18.6
222,222,42958,48.2,0,0,17.3,9,18.8,22.4,17.4,11.8,18.4,7.6,18.4,9.8,18
223,223,42959,35,0,0,0,6.2,24.7,15.9,22.1,7.9,21.3,5.4,23.4,10.6,25
224,224,42960,20.1,0,0,0,2.2,24,7.3,22.5,7.2,21.3,5.1,22.7,5.5,23.1
225,225,42961,66,0,0,0,8.6,25.4,24.6,24.8,11.5,23.6,8.3,25.4,11.4,25
226,226,42962,54.6,0,9.1,23.4,9.9,22.9,26.7,23.2,9.7,23.4,8.4,27.5,13.2,22.7
227,227,42963,49.7,0,6.1,16.4,8,16.6,17.8,14.6,0,0,9.9,21,11.9,16.4
228,228,42964,53.7,0,7.2,15.8,7,17.6,21.6,16.6,0,0,9.7,19.3,13.1,19
229,229,42965,0,0,11.9,21.7,9.4,24.2,26.4,22,0,0,10.2,23.2,12.9,20.3
230,230,42966,37,0,9,18.8,5.3,21.3,18.2,20.7,0,0,6.2,21.3,9.7,19.2
231,231,42967,20,0,7.2,14.1,6.4,15.7,13.2,31.3,0,0,4,14.6,6,16.8
232,232,42968,58.6,0,12.5,12.7,12.9,17.6,24.3,15.2,0,0,7.7,15,0,17.6
233,233,42969,49.6,0,9.9,16.1,10.3,19.6,25.5,16.7,10.9,18,10.7,18.7,11.6,19.8
234,234,42970,0,0,10.3,14.9,15.3,15.6,22.6,14.5,10.3,14.5,11.2,16.6,9.5,15.6
