hide_gender,שנת אבחנה,מגדר ולאום,לאום,מגדר,סוג סרטן,קבוצת גיל,יבשת מוצא,מקדם עולמי,ASR Total,ASR_T,Cancer Rate,gender_code,ind_single_gender,World_Coefficient_N,אוכלוסיה,אוכלוסיה מחושבת,מספר מקרי סרטן,"סה""כ אוכלוסיה",סוגי סרטן לפי מגדר,סכום מקרי הסרטן
FALSE,2013,"זכר, ערבי",ערבי,זכר,lung,25-29,,8000,0,0,0,1,0,"8,000",59985,59985,0,59985,3,0
FALSE,2013,"זכר, ערבי",ערבי,זכר,lung,אוק-14,,9000,0,0,0,1,0,"9,000",103566,103566,0,103566,3,0
FALSE,2013,"זכר, ערבי",ערבי,זכר,lung,15-19,,9000,0,0,0,1,0,"9,000",90620,90620,0,90620,3,0
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,05-ספט,,10000,0,0,0,2,0,"10,000",94966,94966,0,94966,3,0
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,0-4,,12000,0,0,0,2,0,"12,000",96744,96744,0,96744,3,0
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,70-74,,2000,1.63,1.63,81.47,2,0,"2,000",9819,9819,8,9819,3,8
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,75+,,2000,1.43,1.43,71.39,2,0,"2,000",14008,14008,10,14008,3,10
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,65-69,,3000,0.64,0.64,21.26,2,0,"3,000",14112,14112,3,14112,3,3
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,55-59,,4000,1.13,1.13,28.29,2,0,"4,000",24742,24742,7,24742,3,7
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,60-64,,4000,1.12,1.12,27.99,2,0,"4,000",17861,17861,5,17861,3,5
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,50-54,,5000,0.45,0.45,8.92,2,0,"5,000",33628,33628,3,33628,3,3
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,30-34,,6000,0.22,0.22,3.64,2,0,"6,000",54892,54892,2,54892,3,2
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,35-39,,6000,0.33,0.33,5.48,2,0,"6,000",54783,54783,3,54783,3,3
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,40-44,,6000,0.12,0.12,2.07,2,0,"6,000",48398,48398,1,48398,3,1
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,45-49,,6000,0.43,0.43,7.22,2,0,"6,000",41552,41552,3,41552,3,3
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,20-24,,8000,0,0,0,2,0,"8,000",74221,74221,0,74221,3,0
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,25-29,,8000,0,0,0,2,0,"8,000",58950,58950,0,58950,3,0
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,אוק-14,,9000,0,0,0,2,0,"9,000",98497,98497,0,98497,3,0
FALSE,2013,"נקבה, ערבי",ערבי,נקבה,lung,15-19,,9000,0,0,0,2,0,"9,000",86329,86329,0,86329,3,0
,,,,,,,,,,,,,,,,,2521,,,
